uuid,latitude,longitude,storeType,city,countryCode,houseNumber,houseNumberExtra,postalCode,street,openingDays,machineWorking,supermarketBranch
gmcKYx4X5HEAAAFIdhIYwKxK,52.264417,4.762433,SupermarktPuP,,NLD,124,,,Ophelialaan,{},,jumbo
gssKYx4XJwoAAAFbn.BMqPTb,52.264417,4.762433,SupermarktPuP,Aalsmeer,NLD,124,,1431 HN,Ophelialaan,{},,jumbo
zkIKYx4XXxcAAAFI7CMYwKxK,51.399843,5.469597,SupermarktPuP,,NLD,2,,,Hortensialaan,{},,jumbo
WbQKY7MydcoAAAGKfZA359kj,51.399843,5.469597,SupermarktPuP,Aalst,NLD,2,,5582 CL,Hortensialaan,{},,jumbo
0XcKYx4XNRQAAAFI3LgYwKxK,51.923993,6.576066,SupermarktPuP,Aalten,NLD,10,,7122 WJ,Admiraal de Ruyterstraat,{},,jumbo
DlUKY7S1QFcAAAGCZ.h4Vlvn,51.275006,3.444601,SupermarktPuP,Aardenburg,NLD,21,,4527 BK,Peurssensstraat,{},,jumbo
V7cKYx4X0QUAAAFMTmYM5CXj,52.645601,4.749492,SupermarktPuP,Alkmaar,NLD,416,,1824 XT,Muiderwaard,{},,jumbo
lFoKYx4X5PcAAAFIjrwYwKxJ,52.665822,4.766146,SupermarktPuP,Alkmaar,NLD,49-51,,1827 LB,J. Naberstraat,{},,jumbo
HLkKYx4XyjkAAAFICUgYwKxK,52.633740,4.745031,SupermarktPuP,Alkmaar,NLD,2,,1811 KH,Paardenmarkt,{},,jumbo
kiAKYx4XTw4AAAFKH9h0LVDS,52.645642,4.759373,SupermarktPuP,Alkmaar,NLD,486,,1824 HX,Winkelwaard,{},,jumbo
ApoKYx4XqrYAAAFT48gG6uPF,52.349813,6.660543,SupermarktPuP,Almelo,NLD,79,,7601 BD,Bornerbroeksestraat,{},,jumbo
gi8KYx4XGtUAAAFIQlIYwKxK,52.384906,5.224110,SupermarktPuP,Almere,NLD,32-37,,1316 HC,Geinplein,{},,jumbo
MKUKYx4XUdYAAAFJpwcYZ4CR,52.395474,5.274883,SupermarktPuP,Almere-Buiten,NLD,1,,1334 KB,Detroitpad,{},,jumbo
A4UKYx4XavkAAAFI3soYwKxJ,52.336693,5.231883,SupermarktPuP,Almere-Haven,NLD,250,,1356 AZ,Jaagmeent,{},,jumbo
iWwKYx4Xu7gAAAFNmhtasGod,52.150632,4.661277,SupermarktPuP,Alphen aan den Rijn,NLD,183,,2402 DK,Herenhof,{},,jumbo
xf0KYx4XpRcAAAFIL5EYwKxK,52.002437,5.461122,SupermarktPuP,Amerongen,NLD,36,,3958 XH,Koenestraat,{},,jumbo
iiIKYx4XwVgAAAFMzechgUnv,52.185990,5.398059,SupermarktPuP,Amersfoort,NLD,248,,3823 ET,Emiclaerhof,{},,jumbo
3kIKYx4XYocAAAFNDH47frdc,52.199279,5.376590,SupermarktPuP,Amersfoort,NLD,21,,3824 EE,Zonnewijzer,{},,jumbo
xSgKYx4XXk0AAAFTOqsG6pvj,52.143866,5.381369,SupermarktPuP,Amersfoort,NLD,152,,3817 KD,Leusderweg,{},,jumbo
9_wKYx4XGYkAAAFILMQYwKxJ,52.173049,5.389766,SupermarktPuP,Amersfoort,NLD,6-8,,3813 PR,Pieter Stastokerf,{},,jumbo
qAIKYx4Xn9wAAAFIqgQYwKxK,52.193992,5.430602,SupermarktPuP,Amersfoort,NLD,1,,3825 LS,Ursulapolder,{},,jumbo
zT0KYx4X_ZsAAAFI39EYwKxJ,52.166540,5.409000,SupermarktPuP,Amersfoort,NLD,261,,3815 GK,Wiekslag,{},,jumbo
yTEKYx4Xq8IAAAFIg1QYwKxK,52.289047,4.869239,SupermarktPuP,Amstelveen,NLD,165,,1186 EZ,Groenhof,{},,jumbo
OlQKYx4Xd4IAAAFYVp9bFbLM,52.314032,4.862680,SupermarktPuP,Amstelveen,NLD,617-635,,1181 GV,Rembrandtweg,{},,jumbo
vm8KYx4XG08AAAFif2U0nIjb,52.363928,4.874795,SupermarktPuP,Amsterdam,NLD,55H,,1054 BS,1e Constantijn Huygensstraat,{},,jumbo
UJYKYx4X8vEAAAFM1eJYQQHW,52.358817,4.855152,SupermarktPuP,Amsterdam,NLD,303-305,,1058 AH,Baarsjesweg,{},,jumbo
vCoKYx4X08YAAAFIiL8YwKxJ,52.399066,4.935776,SupermarktPuP,Amsterdam,NLD,52,,1025 EW,Buikslotermeerplein,{},,jumbo
f.AKYx4XC_IAAAFIvaoYwKxK,52.324550,4.868105,SupermarktPuP,,NLD,184,,,Buitenveldertselaan,{},,jumbo
SqYKYx4XpCAAAAFg4NQKf5qv,52.324550,4.868105,SupermarktPuP,Amsterdam,NLD,184,,1081 AC,Buitenveldertselaan,{},,jumbo
Y6IKYx4XkTsAAAFITxkYwKxK,52.349779,4.786455,SupermarktPuP,Amsterdam,NLD,808,,1060 TZ,Pieter Calandlaan,{},,jumbo
Ao4KYx4XjhcAAAFi_s0ophzs,52.354061,4.890952,SupermarktPuP,Amsterdam,NLD,89B,,1072 LD,Ferdinand Bolstraat,{},,jumbo
5KsKYx4XUj8AAAFJ7S5Gp2Rc,52.383263,4.919767,SupermarktPuP,Amsterdam,NLD,223,,1021 KP,Gedempt Hamerkanaal,{},,jumbo
CiYKYx4XHvkAAAFIDkkYwKxK,52.351722,4.860463,SupermarktPuP,Amsterdam,NLD,9,,1075 PA,H. Jacobszstraat,{},,jumbo
M5sKY7OwwcoAAAF4XF5GZeyh,52.369500,4.902940,SupermarktPuP,Amsterdam,NLD,11,,1011 NG,Jodenbreestraat,{},,jumbo
eZAKY7Nw7SUAAAGJTMI4l_aL,52.345990,4.920140,SupermarktPuP,Amsterdam,NLD,48,,1097 DN,Julianaplein,{},,jumbo
KcsKY7WfY2gAAAF06N1L.msQ,52.355840,4.928243,SupermarktPuP,Amsterdam,NLD,245,,1093 ER,Linnaeusstraat,{},,jumbo
yx0KY7VS2SEAAAFzxdtPkdre,52.297414,4.957262,SupermarktPuP,Amsterdam,NLD,1,,1105 AW,Markelerbergpad,{},,jumbo
bBkKYx4XaBwAAAFNDfk7fpNP,52.374447,4.935351,SupermarktPuP,Amsterdam,NLD,1005,,1019 BW,Oostelijke Handelskade,{},,jumbo
81kKY7S5TnMAAAFyAy1Mo5Zu,52.357891,4.804324,SupermarktPuP,Amsterdam,NLD,1014,,1068 TG,Osdorpplein,{},,jumbo
Gb8KYx4XfJMAAAFU9ZYHUsZd,52.380655,4.821771,SupermarktPuP,Amsterdam,NLD,12,,1063 KR,Plein '40-'45,{},,jumbo
.6YKY7WWMOYAAAGPEGs8FeCZ,52.294533,4.976122,SupermarktPuP,Amsterdam,NLD,196,,1107 ET,Reigersbos,{},,jumbo
qisKYx4X6wwAAAFY.DNSOmWN,52.389402,4.879655,SupermarktPuP,Amsterdam,NLD,544,,1013 TH,Spaarndammerstraat,{},,jumbo
w8kKYx4XMdgAAAFIIQIYwKxK,52.326242,4.883150,SupermarktPuP,Amsterdam,NLD,70,,1083 CD,Kastelenstraat,{},,jumbo
R74KYx4XucoAAAFIqY8YwKxK,52.378670,4.883832,SupermarktPuP,Amsterdam,NLD,98-102,,1015 MN,Westerstraat,{},,jumbo
MZwKYx4XUSQAAAFIEuQYwKxJ,52.296945,4.987549,SupermarktPuP,Amsterdam,NLD,126,,1106 MC,Wisseloord,{},,jumbo
x_oKY7S5454AAAFy4i9Mo5Zu,52.370415,4.885096,SupermarktPuP,Amsterdam,NLD,32,,1016 EP,Wolvenstraat,{},,jumbo
ROcKYx4X1lQAAAFIa78YwKxJ,52.861430,4.832920,SupermarktPuP,Anna Paulowna,NLD,10-14,,1761 BV,Molengang,{},,jumbo
hf0KY7U.jWEAAAF2zIxfM4gD,52.194600,6.005550,SupermarktPuP,Apeldoorn,NLD,606,,7329 DN,De Eglantier,{},,jumbo
U0wKYx4X6f4AAAFL_AVYbVfl,52.221170,5.992215,SupermarktPuP,Apeldoorn,NLD,61,,7322 NB,Korianderplein,{},,jumbo
j8gKYx4X_HYAAAFIlgQYwKxK,52.190328,5.966148,SupermarktPuP,Apeldoorn,NLD,1-5,,7333 DJ,Schubertplein,{},,jumbo
4_wKY7Sv6GEAAAGHt4UkPjUE,53.315822,6.864727,SupermarktPuP,Appingedam,NLD,1-5,,9902 CX,Harddraversplein,{},,jumbo
4HgKYx4XVp0AAAFoLDtWMVlg,51.500224,3.676611,SupermarktPuP,Arnemuiden,NLD,5,,4341 ER,Clasinastraat,{},,jumbo
v2IKYx4XCacAAAFIXUQYwKxK,51.988239,5.893909,SupermarktPuP,Arnhem,NLD,33,,6814 GB,Amsterdamseweg,{},,jumbo
jYYKYx4XEnAAAAFITVkYwKxK,51.973083,5.933527,SupermarktPuP,Arnhem,NLD,9-13,,6827 BH,Dr. C. Lelyweg,{},,jumbo
Y7EKYx4XyPwAAAFIbqUYwKxK,51.961061,5.859301,SupermarktPuP,Arnhem,NLD,12,,6843 JA,Elderveldplein,{},,jumbo
BncKYx4XSPoAAAFIxc8YwKrG,51.948520,5.867014,SupermarktPuP,Arnhem,NLD,12,,6845 CZ,Oostburgwal,{},,jumbo
jz4KYx4XyOEAAAFl08QV9qHu,51.941442,5.894429,SupermarktPuP,Arnhem,NLD,2,,6836 ND,Op het Toneel,{},,jumbo
odkKYx4XqdsAAAFIKBEYwKxK,51.997751,5.938591,SupermarktPuP,Arnhem,NLD,696,,6824 KT,Rosendaalseweg,{},,jumbo
n_MKYx4XHjEAAAFIEkYYwKxK,53.017556,6.585363,SupermarktPuP,Assen,NLD,106,,9403 LS,Kleuvenstee,{},,jumbo
YLUKYx4XlpEAAAFIYU4YwKxK,52.998792,6.569965,SupermarktPuP,Assen,NLD,141,,9401 AL,Nijlandstraat,{},,jumbo
sGQKYx4XT5kAAAFNg.lmVAMd,53.000548,6.548531,SupermarktPuP,Assen,NLD,259,,9406 AJ,Nobellaan,{},,jumbo
rHkKYx4XdCMAAAFIzvwYwKxJ,51.444124,4.932090,SupermarktPuP,Baarle-Nassau,NLD,15,,5111 CA,St. Annaplein,{},,jumbo
.nIKYx4X0zIAAAFLYtAai3Gk,52.211878,5.285692,SupermarktPuP,Baarn,NLD,87,,3743 BC,Laanstraat,{},,jumbo
O_EKYx4Xz30AAAFQb9Yfuabc,51.499358,5.742722,SupermarktPuP,Bakel,NLD,17,,5761 EG,Auerschootseweg,{},,jumbo
u_cKY7XYuXMAAAF2qIJH7z_q,52.600439,6.391980,SupermarktPuP,Balkbrug,NLD,2,,7707 AV,Ommerweg,{},,jumbo
fPcKYx4XFrYAAAFIulkYwKxK,51.847071,4.498515,SupermarktPuP,Barendrecht,NLD,4,,2993 EH,van Beuningenhaven,{},,jumbo
.ooKYx4Xh4AAAAFIhiAYwKrH,51.853890,4.541214,SupermarktPuP,Barendrecht,NLD,44,,2991 EM,Onderlangs,{},,jumbo
F0wKYx4XrlUAAAFI.cEYwKxJ,52.136588,5.580403,SupermarktPuP,Barneveld,NLD,70,,3772 CK,Amersfoortsestraat,{},,jumbo
a9EKYx4X7xYAAAFe_nItOCtX,52.123580,5.588782,SupermarktPuP,Barneveld,NLD,40,,3772 EX,Buru,{},,jumbo
mI0KYx4X8ZoAAAFIb8YYwKxJ,52.141901,5.583035,SupermarktPuP,Barneveld,NLD,5,,3771 CB,Nieuwe Markt,{},,jumbo
trIKYx4Xo5oAAAFo6IhGLpcs,52.248608,6.290092,SupermarktPuP,Bathmen,NLD,18,,7437 BM,Larenseweg,{},,jumbo
w1YKYx4XE1IAAAFIS7QYwKxK,53.299966,6.594219,SupermarktPuP,Bedum,NLD,7,,9781 AD,Noordwolderweg,{},,jumbo
2pQKY7QFeEEAAAGP_Ok_IzvN,50.938020,5.792220,SupermarktPuP,Beek,NLD,26,,6191 AD,Maastrichterlaan,{},,jumbo
GsIKYx4X4dgAAAFpp0Y8.dtm,51.529063,5.632454,SupermarktPuP,Beek en Donk,NLD,73,,5741 JJ,Heuvelplein,{},,jumbo
9bIKYx4X3wgAAAFIRv0YwKxJ,52.858527,6.512763,SupermarktPuP,Beilen,NLD,3,,9411 ZZ,Ventweg Zuid,{},,jumbo
OLAKYx4XYvIAAAFInpQYwKxK,51.312098,6.113321,SupermarktPuP,Belfeld,NLD,10,,5951 CZ,Muldersplein,{},,jumbo
uaYKYx4XrgEAAAFI1J0YwKxK,51.891547,5.899557,SupermarktPuP,Bemmel,NLD,1,,6681 BN,Kloosterplaats,{},,jumbo
8RsKYx4Xw5cAAAFJ.QgYZ4CR,51.880765,5.522079,SupermarktPuP,Beneden-Leeuwen,NLD,4,,6658 EM,Nijverheidsstraat,{},,jumbo
RaAKYx4XU4oAAAFKWDxHt71m,51.321653,5.356824,SupermarktPuP,Bergeijk,NLD,50,,5571 LA,Elsenhof,{},,jumbo
JcoKYx4XcqwAAAFIJVoYwKxK,51.493401,4.290690,SupermarktPuP,Bergen op Zoom,NLD,1,,4611 BG,Burg. van Hasseltstraat,{},,jumbo
PtkKYx4Xvp0AAAFIW84YwKxJ,51.479833,4.281549,SupermarktPuP,Bergen op Zoom,NLD,29,,4617 LG,Vogelaar,{},,jumbo
hb0KY7MsuCIAAAGOM6M38Awt,51.492800,4.300700,SupermarktPuP,Bergen op Zoom,NLD,11,,4621 EM,Piusplein,{},,jumbo
gmEKYx4XCUcAAAFjWYlJu6k_,51.771748,5.568354,SupermarktPuP,Berghem,NLD,1-3,,5351 EH,Meester Gielenplein,{},,jumbo
sysKYx4X.5cAAAFSyw0qZJ.M,51.989246,4.500430,SupermarktPuP,Bergschenhoek,NLD,39,,2661 CE,Dorpsstraat,{},,jumbo
MFEKY7M_pnIAAAFv0whhUPQE,51.579907,5.128909,SupermarktPuP,Berkel Enschot,NLD,64,,5057 DK,Koningsoord,{},,jumbo
LTAKY7PzvFwAAAGO37Y9itTO,52.002845,4.489602,SupermarktPuP,Berkel en Rodenrijs,NLD,1,,2651 RC,Esdoornlaan,{},,jumbo
y34KYx4Xtw8AAAFPSeFeAc7x,51.990683,4.454902,SupermarktPuP,Berkel en Rodenrijs,NLD,86,,2652 KW,Westpolderstraat,{},,jumbo
B0QKYx4XvB4AAAFIaEEYwKxK,51.678900,5.400282,SupermarktPuP,Berlicum,NLD,67,,5258 AW,Mercuriusplein,{},,jumbo
bTwKYx4XwSQAAAFLWApYbVfl,51.503687,5.414346,PuP,Best,NLD,63,,5683 PW,Eindhovenseweg Zuid,{},,jumbo
wPEKY7PTJvkAAAGLSOo4dl8I,51.859852,5.770297,SupermarktPuP,Beuningen,NLD,14,,6641 CA,Thorbeckeplein,{},,jumbo
UhcKY7V8ME8AAAF.a9ZBqiRe,52.119820,5.183610,SupermarktPuP,Bilthoven,NLD,13,,3721 LG,Neptunuslaan,{},,jumbo
a.QKYx4XsDgAAAFVPsV.Ky1c,51.366486,5.218227,SupermarktPuP,Bladel,NLD,18,,5531 CP,Gindrapassage,{},,jumbo
JAoKYx4XUvkAAAFZaYxOXLRK,52.010304,4.530442,SupermarktPuP,Bleiswijk,NLD,39,,2665 BG,Dorpsstraat,{},,jumbo
3_kKYx4XSH8AAAFLIVQai5Wx,51.368237,6.149932,SupermarktPuP,,NLD,40,,,WieÃ«npassage,{},,jumbo
O40KY7WGiuMAAAGNVJQv9Xv7,51.365220,6.152140,SupermarktPuP,Blerick,NLD,7,,5921 GX,Laurentiusplein,{},,jumbo
QSQKYx4XPAAAAAFrch1nsQYX,51.366690,6.130883,SupermarktPuP,Blerick,NLD,78,,5924 AG,Vossenerlaan,{},,jumbo
yBgKYx4XNk0AAAFJqAcYZ4CR,52.076824,4.751117,SupermarktPuP,Bodegraven,NLD,19-29,,2411 LG,Vromade,{},,jumbo
XVMKYx4XXJkAAAFIyRMYwKxK,52.086641,4.746440,SupermarktPuP,Bodegraven,NLD,15,,2411 BD,Raadhuisplein,{},,jumbo
A78KYx4XbsUAAAFIEL8YwKxK,53.061388,5.527809,SupermarktPuP,Bolsward,NLD,14,,8701 XD,Snekerstraat,{},,jumbo
ohwKYx4XUc4AAAFIXQ0YwKxK,51.032432,5.809002,SupermarktPuP,Born,NLD,4a,,6121 JB,Kapelweg,{},,jumbo
.aoKYx4X7RAAAAFJrwcYZ4CR,51.645361,5.949890,SupermarktPuP,Boxmeer,NLD,26-32,,5831 EK,Burg. Verkuijlstraat,{},,jumbo
EbgKYx4Xw7YAAAFISUsYwKxK,51.587163,5.334548,SupermarktPuP,Boxtel,NLD,5,,5283 BV,Oosterhof,{},,jumbo
k14KYx4XBhkAAAFIalsYwKxK,51.598767,4.793045,SupermarktPuP,Breda,NLD,20,,4816 GD,Baliendijk,{},,jumbo
aT0KYx4XVA0AAAFIQDEYwKxK,51.596607,4.770219,SupermarktPuP,Breda,NLD,5-7,,4815 HA,Belcrumweg,{},,jumbo
yh0KYx4XzMAAAAFIqSEYwKrH,51.587510,4.753484,SupermarktPuP,Breda,NLD,21,,4814 PN,Cypresstraat,{},,jumbo
9d8KYx4XR4IAAAFIXyEYwKxK,51.572716,4.806992,SupermarktPuP,Breda,NLD,20,,4834 HE,De Burcht,{},,jumbo
BqUKYx4Xr3EAAAFIRhYYwKxK,51.607354,4.746425,SupermarktPuP,Breda,NLD,4,,4824 CS,Donk,{},,jumbo
6MYKYx4XkaYAAAFIFYMYwKxK,51.576775,4.755936,SupermarktPuP,Breda,NLD,60,,4812 TA,Dr. Struyckenplein,{},,jumbo
YKwKYx4XuWcAAAFLDIUJ5jPY,51.593948,4.748829,SupermarktPuP,Breda,NLD,4,,4815 NZ,Rat Verleghstraat,{},,jumbo
82YKYx4Xs18AAAFmDmFzjJ5G,51.622827,4.744883,SupermarktPuP,Breda,NLD,37,,4823 JT,Heksenwaag,{},,jumbo
t1oKYx4Xj8AAAAFlDj9QTn3i,51.608923,4.789411,SupermarktPuP,Breda,NLD,23,,4826 HN,Moerwijk,{},,jumbo
kbcKYx4Xz1kAAAFKhtR0LVDS,51.578387,4.739012,SupermarktPuP,Breda,NLD,60,,4813 BS,Pastoor van Spaandonkstraat,{},,jumbo
yc0KYx4XnCoAAAFIg94YwKxJ,51.395932,3.548912,SupermarktPuP,Breskens,NLD,79,,4511 GL,Burg. van Zuyenstraat,{},,jumbo
ovoKYx4XLp4AAAFI4uYYwKxJ,52.180958,4.999103,SupermarktPuP,Breukelen,NLD,10-25,,3621 JX,Karel Doormanweg,{},,jumbo
OG8KYx4XP4wAAAFIlsEYwKxK,51.899563,4.169814,SupermarktPuP,Brielle,NLD,1,,3231 KD,Thoelaverweg,{},,jumbo
txoKYx4XEFoAAAFIorkYwKxK,52.088166,6.154375,SupermarktPuP,Brummen,NLD,38,,6971 BR,Ambachtstraat,{},,jumbo
66kKY7NNXL4AAAGOqi44.HhT,51.274960,5.576020,SupermarktPuP,Budel,NLD,9,,6021 CJ,Dr. Anton Mathijsenstraat,{},,jumbo
PJUKY7Ty9HMAAAGL5Ws4LTr8,50.897070,5.573083,SupermarktPuP,Bunde,NLD,8,,6241 CA,Sint Agnesplein,{},,jumbo
JcwKY7S5vboAAAGG8GsqCO0i,52.251971,5.379090,SupermarktPuP,Bunschoten-Spakenburg,NLD,45-51,,3751 BT,de Ziel,{},,jumbo
M78KY7X.e6QAAAGODeQ_I_O0,53.190550,5.993016,SupermarktPuP,Burgum,NLD,38,,9251 JS,Markt,{},,jumbo
G7kKYx4XcAIAAAFI8lsYwKxK,50.829337,5.760103,SupermarktPuP,Cadier en Keer,NLD,27,,6267 AD,Rijksweg,{},,jumbo
tOcKYx4XRn8AAAFIVBsYwKxK,51.935262,4.567031,SupermarktPuP,Capelle aan den IJssel,NLD,251,,2906 TH,Wingerd,{},,jumbo
PwgKY7N3QRYAAAFzhFNLMf7r,51.929481,4.589300,SupermarktPuP,Capelle ad IJssel,NLD,35,,2903 AD,Koperwiek,{},,jumbo
Ca8KYx4XlBcAAAFIVEYYwKxK,52.670375,6.735401,SupermarktPuP,Coevorden,NLD,6-8,,7741 KA,Ing. A. Vonkweg,{},,jumbo
TeAKYx4XPUoAAAFJj40FS1eI,52.662229,6.733706,SupermarktPuP,Coevorden,NLD,3,,7741 KH,EDS-Plein,{},,jumbo
nLcKYx4XdXcAAAFMt9khgXLr,52.247877,6.217211,SupermarktPuP,Colmschate,NLD,2,,7422 LL,Flora,{},,jumbo
gmQKYx4XMhsAAAFIncEYwKxK,51.741554,5.859177,SupermarktPuP,Cuijk,NLD,382,,5432 DW,Lavendel,{},,jumbo
T6cKYx4XotsAAAFpBEY8.dtm,51.953149,5.221995,SupermarktPuP,Culemborg,NLD,5,,4101 XA,Vianensestraat,{},,jumbo
WgIKYx4Xfs8AAAFI3.YYwKxJ,52.505816,6.260976,SupermarktPuP,Dalfsen,NLD,18,,7721 CH,Wilhelminastraat,{},,jumbo
Dv0KY7X.RycAAAFwT5RUImAp,53.098468,4.764259,SupermarktPuP,De Koog (Texel),NLD,73,,1796 BR,Nikadel,{},,jumbo
bRcKYx4XNdcAAAFIM8sYwKxJ,51.973730,4.249613,SupermarktPuP,De Lier,NLD,40,,2678 GP,Oranjeplein,{},,jumbo
QUEKYx4X.A4AAAFZH1cnMIXx,52.079717,5.038105,SupermarktPuP,De Meern,NLD,3,,3454 CJ,Mereveldplein,{},,jumbo
Og0KYx4Xi6QAAAFSgAw6N1dz,52.601379,6.455360,SupermarktPuP,Dedemsvaart,NLD,32,,7701 GW,Markt,{},,jumbo
O1YKYx4XAw8AAAFIdb8YwKxJ,52.009115,4.364720,SupermarktPuP,Delft,NLD,135,,2611 DC,Bastiaansplein,{},,jumbo
bYUKYx4XRLQAAAFI2OYYwKxJ,51.987493,4.345893,SupermarktPuP,Delft,NLD,1,,2625 RD,Vrijheidslaan,{},,jumbo
k.gKY7X.eEUAAAGPQDA_IzGB,51.985163,4.360654,SupermarktPuP,Delft,NLD,9,,2623 CB,Dasstraat,{},,jumbo
R.wKYx4XPQAAAAFIkLwYwKxJ,51.998150,4.353700,SupermarktPuP,Delft,NLD,9,,2624 ET,Troelstralaan,{},,jumbo
xdcKYx4XN6AAAAFMgIAhgW3F,53.326930,6.914190,SupermarktPuP,Delfzijl,NLD,4-10,,9934 JB,Jachtlaan,{},,jumbo
