uuid,latitude,longitude,storeType,city,countryCode,houseNumber,houseNumberExtra,postalCode,street,openingDays,machineWorking,supermarketBranch
AJAKYx4XAToAAAFIXnEYwKxK,51.546857,5.091938,SupermarktPuP,Tilburg,NLD,74,,5021 LG,Broekhovenseweg,{},,jumbo
HUwKYx4X.UEAAAFm69kxiXo5,51.540760,5.079650,SupermarktPuP,Tilburg,NLD,175,,5022 DD,Stappegoorweg,{},,jumbo
jf8KYx4XLIsAAAFIEnMYwKxK,51.577827,5.005621,SupermarktPuP,Tilburg,NLD,11-17,,5043 RA,Heyhoefpromenade,{},,jumbo
pe0KY7V7l2kAAAGOrYc5FjVg,51.554104,5.079790,SupermarktPuP,Tilburg,NLD,11-12,,5038 TS,Lieve Vrouweplein,{},,jumbo
34kKYx4XJrYAAAFI1XMYwKxK,51.540449,5.094109,SupermarktPuP,Tilburg,NLD,105,,5022 EH,Pater van de Elsenplein,{},,jumbo
zv0KY7XZdywAAAFyhKJNNipI,51.540121,5.090601,SupermarktPuP,Tilburg,NLD,35,,5022 EG,Pater van de Elsenplein,{},,jumbo
nScKYx4XyrEAAAFIetYYwKxK,51.536608,5.045190,PuP,Tilburg,NLD,5,,5032 MG,Rosa Castellanosstraat,{},,jumbo
cWUKYx4X_EwAAAFo0AFvHysH,51.584365,5.085556,SupermarktPuP,Tilburg,NLD,18,,5011 LP,Wagnerplein,{},,jumbo
axQKYx4XpNsAAAFqrFh4_7Ox,51.568331,5.052745,SupermarktPuP,Tilburg,NLD,38,,5042 MD,Westermarkt,{},,jumbo
m74KYx4XTRQAAAFIDH4YwKxK,51.856504,6.101176,SupermarktPuP,Tolkamer,NLD,78a,,6916 AZ,'s-Gravenwaardsedijk,{},,jumbo
UksKYx4XSAUAAAFU2o5EfXTT,52.235426,6.099551,SupermarktPuP,Twello,NLD,101,,7391 CT,Michiel de Ruyterstraat,{},,jumbo
xG0KY7XFzGMAAAF7JdRFw3gV,51.662699,5.631399,SupermarktPuP,Uden,NLD,14-18,,5403 ET,Drossaard,{},,jumbo
hSMKYx4XOWgAAAFqXNEdbY.k,51.655018,5.620601,SupermarktPuP,Uden,NLD,2,,5404 NJ,Losplaats,{},,jumbo
iBsKYx4XP2UAAAFI2nMYwKxK,51.669460,5.612578,SupermarktPuP,Uden,NLD,11,,5402 CR,Muziekplein,{},,jumbo
OScKYx4XuxQAAAFlcUszR8X7,51.608128,5.152860,SupermarktPuP,Udenhout,NLD,149,,5071 BC,Kreitenmolenstraat,{},,jumbo
.JAKYx4Xe.AAAAFIWJ8YwKxK,52.530769,4.708856,SupermarktPuP,Uitgeest,NLD,1-3,,1911 SM,Melis Stokelaan,{},,jumbo
H4MKY7TQwEQAAAF5z_IOzymR,52.246622,4.827601,SupermarktPuP,Uithoorn,NLD,60,,1422 DN,Zijdelwaardplein,{},,jumbo
4sYKYx4XgNkAAAFITVAYwKxK,53.405810,6.677050,SupermarktPuP,Uithuizen,NLD,2,,9981 CP,Oosterstraat,{},,jumbo
sPoKYx4XFvQAAAFOab4_ja6N,51.891198,6.379668,SupermarktPuP,Ulft,NLD,4,,7071 WT,Middelgraaf,{},,jumbo
naAKYx4X8.EAAAFILZgYwKxK,51.541724,4.795884,SupermarktPuP,Ulvenhout,NLD,1,,4851 SM,Chaamseweg,{},,jumbo
JawKYx4XY10AAAFN0yE7frI2,52.665623,5.595640,SupermarktPuP,Urk,NLD,7A,,8321 HH,Flevostraat,{},,jumbo
40sKYx4XzHAAAAFNlRNasCIE,52.662767,5.625297,SupermarktPuP,Urk,NLD,60,,8321 RG,Nagel,{},,jumbo
udsKYx4X4RgAAAFILHUYwKxK,50.989282,5.768530,SupermarktPuP,Urmond,NLD,14-15,,6129 EZ,Paalweg,{},,jumbo
sWwKYx4XRAsAAAFIJoIYwKxK,52.095381,5.129767,SupermarktPuP,Utrecht,NLD,74,,3572 BG,Biltstraat,{},,jumbo
iPsKYx4XNGgAAAFiKOwTMazn,52.098557,5.062648,SupermarktPuP,Utrecht,NLD,15,,3541 CH,Brusselplein,{},,jumbo
AoYKYx4XRswAAAFIHzMYwKxK,52.126700,5.093240,SupermarktPuP,Utrecht,NLD,88,,3565 AD,Franciscusdreef,{},,jumbo
NfcKYx4XeBAAAAFszj59Tq08,52.074306,5.094735,SupermarktPuP,Utrecht,NLD,61,,3527 HD,Hammarskjoldhof,{},,jumbo
rzIKYx4Xl5EAAAFIiTMYwKxK,52.082126,5.134643,SupermarktPuP,Utrecht,NLD,64,,3582 VX,Ina Boudier Bakkerhof,{},,jumbo
ARcKYx4XJ5cAAAFIckMYwKxK,52.100556,5.115163,SupermarktPuP,Utrecht,NLD,46,,3514 CN,Merelstraat,{},,jumbo
R1kKY7XP3UEAAAF5uvBxlVjG,52.092790,5.128900,SupermarktPuP,Utrecht,NLD,16,,3581 AG,Nachtegaalstraat,{},,jumbo
94EKYx4XwkwAAAFJYVpBh0Gd,52.126605,5.092550,PuP,Utrecht,NLD,27,,3565 AE,Nebraskadreef,{},,jumbo
7hQKYx4X6QcAAAFI33UYwKxK,52.115515,5.127659,SupermarktPuP,Utrecht,NLD,10,,3561 CV,Euterpedreef,{},,jumbo
NvIKY7SzNLkAAAF1gwVNJkNc,52.082411,5.123716,SupermarktPuP,Utrecht,NLD,46,,3511 ZL,Twijnstraat,{},,jumbo
NbEKYx4XFDkAAAFIzkMYwKxK,52.087449,5.055079,SupermarktPuP,Utrecht,NLD,349,,3544 EB,Verlengde Houtrakgracht,{},,jumbo
JYYKYx4XC1oAAAFItvcYwKxJ,52.287392,5.969374,SupermarktPuP,Vaassen,NLD,3,,8171 CB,Kosterstraat,{},,jumbo
RUAKY7Sz8FoAAAGK.N04Oc7W,50.863634,5.833645,SupermarktPuP,Valkenburg,NLD,26,,6301 DD,Walramplein,{},,jumbo
sqAKYx4XTE0AAAFmL2FzjJ5G,51.352268,5.468929,SupermarktPuP,Valkenswaard,NLD,120,,5555 CG,Leenderweg,{},,jumbo
PdMKYx4XbvMAAAFoFAsB03Mg,51.360584,5.447647,SupermarktPuP,Valkenswaard,NLD,93,,5552 EE,Nieuwe Waalreseweg,{},,jumbo
Hr8KYx4XGpwAAAFpJKNrJbeQ,51.774004,5.103552,SupermarktPuP,Veen,NLD,1,,4264 RN,Groeneweg,{},,jumbo
BX4KYx4Xd5cAAAFJ844FS1eI,53.095878,6.859911,SupermarktPuP,Veendam,NLD,9-10,,9642 MA,De Reede,{},,jumbo
1fIKYx4X9TIAAAFI1PoYwKxJ,52.018386,5.542167,SupermarktPuP,Veenendaal,NLD,20,,3904 CB,Dr. Slotemaker de Bruinestr,{},,jumbo
w5gKY7Pbu08AAAF.8tpEGn9Z,52.005953,5.553395,SupermarktPuP,Veenendaal,NLD,40,,3903 GG,Paddestoelenlaan,{},,jumbo
vbEKYx4XcBwAAAFKlztHt71m,52.029749,5.543731,SupermarktPuP,Veenendaal,NLD,617,,3905 CT,Prins Willem-Alexanderpark,{},,jumbo
SjwKYx4XWsYAAAFIpy8YwKxK,51.623732,5.558496,SupermarktPuP,Veghel,NLD,68,,5467 JZ,De Bunders,{},,jumbo
63UKYx4XPsEAAAFQvl1eATqA,51.615748,5.529160,SupermarktPuP,Veghel,NLD,14,,5462 EH,Verlengde Noordkade,{},,jumbo
WyAKYx4XFF8AAAFNGlo7fph2,51.612597,5.525026,PuP,,NLD,15,,,Rijksweg,{},,jumbo
.qIKYx4XzskAAAFm7VF2_.aW,51.618712,5.545887,SupermarktPuP,Veghel,NLD,11,,5461 JS,Stationsstraat,{},,jumbo
27IKYx4XpVoAAAFn7dMmYQqi,51.412188,5.409546,SupermarktPuP,Veldhoven,NLD,12,,5503 BN,Burg. van Hoofflaan,{},,jumbo
7oEKYx4X8ZcAAAFI.1oYwKrH,51.418445,5.408170,SupermarktPuP,Veldhoven,NLD,122,,5501 EC,Pleintjes,{},,jumbo
LaYKYx4X5.QAAAFII.UYwKWf,51.991638,5.971713,SupermarktPuP,Velp,NLD,30,,6882 LG,IJsselstraat,{},,jumbo
s6IKYx4XmkkAAAFqDdYjEde9,51.377697,6.180214,SupermarktPuP,Venlo,NLD,183,,5914 AL,Straelseweg,{},,jumbo
V90KYx4XVL4AAAFIrDUYwKxK,51.368672,6.165824,SupermarktPuP,Venlo,NLD,1,,5911 DM,Tegelpoort,{},,jumbo
NbEKYx4XaYcAAAFISs8YwKxJ,51.370024,6.187199,SupermarktPuP,Venlo,NLD,90,,5913 EG,Vinckenhofstraat,{},,jumbo
lZYKYx4XNloAAAFlckszR8X7,51.526899,5.973172,SupermarktPuP,Venray,NLD,30,,5801 MD,De Bleek,{},,jumbo
ZyUKY7SNf10AAAFyUgVM3XeI,51.522766,5.990958,SupermarktPuP,Venray,NLD,185,,5802 NV,Kiosk,{},,jumbo
QoQKYx4XYCAAAAFJhpRvhK7t,51.519435,5.964891,SupermarktPuP,Venray,NLD,48,,5801 SH,Veltumse Kleffen,{},,jumbo
7SAKY7PTs5UAAAGLxMA4dkAi,51.991481,5.094176,SupermarktPuP,Vianen,NLD,7,,4132 CB,Lijnbaan,{},,jumbo
wPEKYx4Xr4EAAAFIDYsYwKxK,52.213915,4.925864,SupermarktPuP,Vinkeveen,NLD,7,,3645 GN,Plevierenlaan,{},,jumbo
Kt0KYx4XMQAAAAFIBCYYwKxK,51.929489,4.347535,SupermarktPuP,Vlaardingen,NLD,2,,3136 CN,De Loper,{},,jumbo
SLAKYx4XgZcAAAFJng8YZ4CR,53.026030,7.107055,SupermarktPuP,Vlagtwedde,NLD,4,,9541 AL,Dr. P. Rinsemastraat,{},,jumbo
V9QKY7V1XUkAAAF6MIVEpw0F,52.093528,5.010888,SupermarktPuP,Vleuten,NLD,19,,3452 MG,Burchtwal,{},,jumbo
c9IKYx4X3JoAAAFImoQYwKxK,51.694559,5.221231,SupermarktPuP,,NLD,4-5,,,Oliemaat,{},,jumbo
A88KYx4XbH0AAAFpt5IV6yde,51.695675,5.219668,SupermarktPuP,Vlijmen,NLD,16,,5251 AT,Plein,{},,jumbo
Dy4KYx4X98wAAAFIgL8YwKxJ,51.453082,3.586242,SupermarktPuP,Vlissingen,NLD,25,,4382 ND,Hermesweg,{},,jumbo
GCQKY7QJlbUAAAFtjqJSQszE,51.465194,3.581901,SupermarktPuP,Vlissingen,NLD,5,,4386 DA,Papegaaienburg,{},,jumbo
j0kKYx4XRdoAAAFojwsB03Mg,51.462201,3.552248,SupermarktPuP,Vlissingen,NLD,93,,4384 HD,Van Hogendorpweg,{},,jumbo
5kMKYx4XvPoAAAFIWlsYwKrH,51.644085,5.655073,SupermarktPuP,Volkel,NLD,16,,5408 AW,Schakelplein,{},,jumbo
yh8KYx4X9AAAAAFI3nYYwKxK,52.075516,4.358499,SupermarktPuP,Voorburg,NLD,14,,2274 VZ,Jacob van den Eyndestraat,{},,jumbo
F4YKY7TSggcAAAF01exM2bMp,52.142133,4.460986,SupermarktPuP,Voorschoten,NLD,25,,2253 TS,Planciusplantsoen,{},,jumbo
4icKYx4XdIMAAAFe1vF_kU9j,52.186591,5.603517,SupermarktPuP,Voorthuizen,NLD,155C,,3781 AD,Hoofdstraat,{},,jumbo
F5cKYx4Xi3EAAAFNfSM7frI2,52.410116,6.619707,SupermarktPuP,Vriezenveen,NLD,74,,7671 XZ,Krijgerstraat,{},,jumbo
tNkKYx4XeMYAAAFI2x4YwKxK,52.456427,6.566767,SupermarktPuP,Vroomshoop,NLD,25c,,7681 ZK,Linderflier,{},,jumbo
c8EKYx4XfS0AAAFlcsoGOuoH,51.645946,5.283453,SupermarktPuP,Vught,NLD,109,,5262 CM,Moleneindplein,{},,jumbo
pb4KYx4XLzoAAAFIREwYwKxK,51.657620,5.298887,SupermarktPuP,Vught,NLD,3G,,5261 EH,Raadhuisstraat,{},,jumbo
FuEKYx4XK8sAAAFoppB8ON9F,51.691134,5.076974,SupermarktPuP,Waalwijk,NLD,358,,5142 CD,Grotestraat,{},,jumbo
yIQKYx4XDUAAAAFILtUYwKxK,51.676893,5.052378,PuP,Waalwijk,NLD,5,,5144 NC,Professor Asserweg,{},,jumbo
3hMKYx4XjScAAAFJFIgFS1eI,52.040349,4.650950,SupermarktPuP,Waddinxveen,NLD,89,,2741 NL,Promenade,{},,jumbo
GeIKYx4XPWgAAAFNPYA7frdc,51.978542,5.662942,SupermarktPuP,Wageningen,NLD,1223,,6708 HZ,Tarthorst,{},,jumbo
SpwKYx4X.FwAAAFL8E4TBE2Y,52.145623,4.394572,SupermarktPuP,Wassenaar,NLD,1,,2242 KT,Luifelbaan,{},,jumbo
UpYKYx4Xzg8AAAFXGbxyk_kw,52.025250,4.274751,SupermarktPuP,Wateringen,NLD,6,,2291 RX,Vliethof,{},,jumbo
n74KY7POyfIAAAGNi.Y4uTkI,51.253550,5.704549,SupermarktPuP,Weert,NLD,11,,6001 HN,Collegeplein,{},,jumbo
d.QKY7POCvEAAAGNpho4uR9J,51.264030,5.709920,SupermarktPuP,Weert,NLD,3,,6003 BN,Molenakkerplein,{},,jumbo
rRkKYx4XL7cAAAFN4Ps7fpNP,52.849851,6.607040,SupermarktPuP,Westerbork,NLD,8,,9431 AG,Burg. G van Weezelplein,{},,jumbo
f84KYx4XFWQAAAFJEBAYZ4CR,52.459700,6.618790,SupermarktPuP,Westerhaar,NLD,45,,7676 DA,Kervelplein,{},,jumbo
7UUKY7PWlnwAAAF1AaIeZJX4,51.954932,5.972927,SupermarktPuP,Westervoort,NLD,8,,6931 XS,Broeklanden,{},,jumbo
ZBcKY7PTAvIAAAGBxIFGZUXQ,52.359754,6.594828,SupermarktPuP,Wierden,NLD,10,,7641 CC,Dikkensweg,{},,jumbo
TCUKYx4X4nUAAAFpKhoKvUtr,51.809495,5.725060,SupermarktPuP,Wijchen,NLD,17,,6602 BA,Herenstraat,{},,jumbo
OxUKYx4XG0YAAAFIB8wYwKxK,51.799795,5.724256,SupermarktPuP,Wijchen,NLD,12-14,,6605 HN,Zuiderpoort,{},,jumbo
9dsKYx4XJOMAAAFIDIwYwKxK,51.979235,5.341617,SupermarktPuP,Wijk Bij Duurstede,NLD,2,,3962 DP,Madelinushof,{},,jumbo
lb8KYx4Xj3MAAAFX8qkpiSDl,51.983363,5.340934,SupermarktPuP,Wijk bij Duurstede,NLD,3A,,3962 EH,Langbroekseweg,{},,jumbo
PucKYx4XqzgAAAFo1pB8ON9F,51.756271,5.130119,SupermarktPuP,Wijk en Aalburg,NLD,67,,4261 DC,Markt,{},,jumbo
ziYKYx4Xdm0AAAFI650YwKrH,51.692135,4.439780,SupermarktPuP,Willemstad,NLD,3,,4797 AP,Achterstraat,{},,jumbo
DgcKYx4XjoQAAAFIIdcYwKxJ,52.200316,4.896847,SupermarktPuP,Wilnis,NLD,2,,3648 XK,Molmlaan,{},,jumbo
s5kKYx4XCNYAAAFItdIYwKxK,53.147410,7.035044,SupermarktPuP,Winschoten,NLD,56,,9675 BN,Heemskerkstraat,{},,jumbo
OWQKYx4XDDgAAAFIaMkYwKxK,51.880788,5.706499,SupermarktPuP,Winssen,NLD,7c,,6645 BA,Leegstraat,{},,jumbo
6YcKYx4XHOcAAAFIiFgYwKxK,51.971362,6.705995,SupermarktPuP,Winterswijk,NLD,105,,7102 AC,Europalaan,{},,jumbo
RtIKYx4XXu8AAAFMhV8hgZb4,52.086085,4.904900,SupermarktPuP,Woerden,NLD,19,,3446 BX,La Fontaineplein,{},,jumbo
ji4KYx4X49UAAAFIVNsYwKxJ,52.088354,4.870138,SupermarktPuP,Woerden,NLD,92,,3443 EW,Tournoysveld,{},,jumbo
PfIKYx4X.38AAAFKs9Z0LVDS,52.077242,4.863341,SupermarktPuP,Woerden,NLD,18,,3448 HM,Molenvlietbrink,{},,jumbo
Ui4KYx4Xb9kAAAFIIaAYwKxK,52.878500,6.005416,SupermarktPuP,Wolvega,NLD,31,,8471 AS,Markt,{},,jumbo
iGEKYx4XCWEAAAFIUL0YwKxK,53.108561,5.588159,SupermarktPuP,Wommels,NLD,11,,8731 AX,Terp,{},,jumbo
7MwKY7PTDXgAAAGLKrg4dohy,52.081909,5.412983,SupermarktPuP,Woudenberg,NLD,18,,3931 VH,'t Schilt,{},,jumbo
NsUKYx4XYc4AAAFM7eIcobsE,51.520602,4.388977,SupermarktPuP,Wouw,NLD,8,,4724 EE,Kloosterstraat,{},,jumbo
iqcKY7PTUo4AAAGLCng4dkpv,51.802704,5.251408,SupermarktPuP,Zaltbommel,NLD,12,,5302 TA,Fiep Westendorpplein,{},,jumbo
iloKYx4XvKcAAAFIhf8YwKxJ,51.696945,5.674078,SupermarktPuP,Zeeland,NLD,47,,5411 EA,Kerkstraat,{},,jumbo
NpUKYx4XjHAAAAFMyzwcocAr,52.098069,5.239731,SupermarktPuP,Zeist,NLD,96,,3705 HK,Johan van Oldenbarneveltlaan,{},,jumbo
rs0KYx4XxpwAAAFIkF0YwKrH,52.088909,5.248135,SupermarktPuP,Zeist,NLD,2,,3701 EX,Korte Steijnlaan,{},,jumbo
F3wKYx4X9CgAAAFIBUIYwKxK,52.100900,5.222160,SupermarktPuP,Zeist,NLD,2785-3001,,3706 AL,Laan van Vollenhove,{},,jumbo
bUsKYx4XxNMAAAFIZ7EYwKxK,52.007206,6.346952,SupermarktPuP,Zelhem,NLD,1,,7021 XG,Bergstraat,{},,jumbo
s6wKYx4X8vIAAAFIB.EYwKxJ,51.929334,5.711857,SupermarktPuP,Zetten,NLD,8,,6671 CA,Julianaplein,{},,jumbo
lOAKYx4XRzgAAAFJGxEYZ4CR,51.931510,6.078237,SupermarktPuP,Zevenaar,NLD,7,,6901 JC,Kampsingel,{},,jumbo
uZwKYx4XyTMAAAFJ1w8YZ4CR,51.930226,6.064158,SupermarktPuP,Zevenaar,NLD,34,,6904 BD,van Oldebarneveldtlaan,{},,jumbo
GJQKYx4X0dEAAAFizyA0nJMo,51.647711,4.590481,SupermarktPuP,Zevenbergen,NLD,4,,4761 TW,Zandberg,{},,jumbo
p1AKYx4XTtsAAAFJ7xAYZ4CR,52.012988,4.579452,SupermarktPuP,Zevenhuizen,NLD,129,,2761 AL,Dorpsstraat,{},,jumbo
Zd8KYx4XPhwAAAFIaNsYwKxJ,52.039918,4.494595,SupermarktPuP,Zoetermeer,NLD,109,,2718 GH,Groenblauwlaan,{},,jumbo
qhoKYx4XrEkAAAFIxlEYwKWg,52.066911,4.478458,SupermarktPuP,Zoetermeer,NLD,3,,2717 HS,Kentgensplein,{},,jumbo
M1wKYx4XuR0AAAFI0MgYwKxJ,52.055543,4.468679,SupermarktPuP,Zoetermeer,NLD,52,,2716 CW,Middelwaard,{},,jumbo
DoAKYx4XYSMAAAFIB30YwKxK,52.059349,4.541213,SupermarktPuP,Zoetermeer,NLD,548,,2721 NJ,Oosterheemplein,{},,jumbo
vNYKYx4XH7YAAAFZar8nMJqK,52.043506,4.477336,SupermarktPuP,Zoetermeer,NLD,201,,2719 CH,Quirinegang,{},,jumbo
uMMKYx4XoXoAAAFNLZhasEYQ,52.069415,4.510174,SupermarktPuP,Zoetermeer,NLD,8,,2727 AK,Meeuwenveld,{},,jumbo
mfoKYx4X7kYAAAFIKCYYwKxK,52.121030,4.496790,SupermarktPuP,Zoeterwoude,NLD,34,,2381 EN,Dorpsstraat,{},,jumbo
HpUKY7XBBEcAAAGM6v44jn.j,52.144030,4.515980,SupermarktPuP,Zoeterwoude,NLD,1,,2382 BT,Molenplein,{},,jumbo
v_gKYx4XMO4AAAFoP31NJAb6,51.502598,3.479821,SupermarktPuP,Zoutelande,NLD,10,,4374 BB,Westkapelseweg,{},,jumbo
7oQKYx4X5fEAAAFIIT4YwKxK,53.093135,6.685443,SupermarktPuP,Zuidlaren,NLD,8,,9471 GR,Stationsweg,{},,jumbo
hyoKYx4XnsAAAAFIsicYwKxK,52.675426,6.428343,SupermarktPuP,Zuidwolde,NLD,16,,7921 HR,Wethouder Klunderstraat,{},,jumbo
te0KYx4XWzAAAAFIJIoYwKxK,52.126134,6.244301,SupermarktPuP,Zutphen,NLD,47,,7207 PV,Rudolf Steinerlaan,{},,jumbo
tY0KYx4X6VYAAAFI.3oYwKxK,52.133391,6.204294,SupermarktPuP,Zutphen,NLD,14,,7204 MN,Ruys de Beerenbrouckstraat,{},,jumbo
2AMKYx4X30YAAAFIxdAYwKxK,52.696381,5.117826,SupermarktPuP,Zwaagdijk-Oost,NLD,227F,,1684 NG,Zwaagdijk,{},,jumbo
QH0KY7RaqEgAAAGE.HRGtqIN,51.812620,4.627060,SupermarktPuP,Zwijndrecht,NLD,97,,3333 EK,Kort Ambachtlaan,{},,jumbo
9qoKYx4XE6YAAAFI4V0YwKrH,51.821797,4.650512,SupermarktPuP,Zwijndrecht,NLD,1,,3332 GG,Brabant,{},,jumbo
T1wKYx4XWSYAAAFIiUMYwKxK,52.506300,6.101963,SupermarktPuP,Zwolle,NLD,71,,8012 DG,Assendorperstraat,{},,jumbo
a5gKYx4XrmwAAAFIOS4YwKxK,52.529653,6.101823,SupermarktPuP,Zwolle,NLD,3,,8032 JV,De Dobbe,{},,jumbo
WXIKYx4XBRYAAAFIIgoYwKxK,52.526612,6.082377,SupermarktPuP,Zwolle,NLD,14,,8031 HR,Bachplein,{},,jumbo
8v4KYx4XuNwAAAFIWQAYwKxK,52.521300,6.106414,SupermarktPuP,Zwolle,NLD,10,,8022 EL,Hogenkampspassage,{},,jumbo
iNcKYx4XORAAAAFICQIYwKxK,52.533564,6.055194,SupermarktPuP,Zwolle,NLD,102,,8043 LS,Wade,{},,jumbo
NjYKYx4XJdEAAAFIRtYYwKxJ,52.487886,6.117280,SupermarktPuP,Zwolle,NLD,26,,8014 DR,Sellekamp,{},,jumbo
XagKYx4XcygAAAFICFAYwKxK,52.510133,6.084357,SupermarktPuP,Zwolle,NLD,20,,8011 AH,Veemarkt,{},,jumbo
cg0KYx4XhfUAAAFI3dMYwKxJ,52.522354,6.048675,SupermarktPuP,Zwolle,NLD,23,,8042 AV,Petuniaplein,{},,jumbo
EOgKYx4XFiQAAAFJa_YYZ4At,51.778461,4.615551,SupermarktPuP,s-Gravendeel,NLD,37,,3295 BD,Kerkstraat,{},,jumbo
gbcKYx4X4B8AAAFbARoHalpd,52.002103,4.163299,SupermarktPuP,s-Gravenzande,NLD,10,,2691 MW,Graaf Willem II straat,{},,jumbo
7ewKYx4Xqp0AAAFIHigYwKrH,51.874272,6.245829,SupermarktPuP,s-Heerenberg,NLD,71,,7041 JE,Stadsplein,{},,jumbo
